comment_id,original_comment,aspects,sentiments,confidences,aspect_count
2046,tp ada hal kecil yg mungkin sebagian orang itu penting adalah jenis sim trey nya yg hybrid sim sim micro sd bukan yg triple slot nano sim micro sd kalo orang yg make sim sekaligus dan butuh memori yg lumayan gede agak kurang ya walaupun udah gb,"Storage, Network","positive, neutral","0.589, 0.995",2
2048,ahmadkamaludin iya tau tp ada tipe orang yg make sim sekaligus microsd tp kalo hp nya type hybrid jadi harus korbanin salah satunya,Network,negative,0.951,1
2053,wowww,Audio,positive,0.995,1
2054,waduh jutaan dapet hp gaming sangar mantap dah,Performance,positive,0.994,1
2055,klau untuk kaum anak gamers bukan pilihan tepat coy beli aja asus rog phone atau lebih mahal lagi iphone spek tinggi lagi klau samsung a itu cocok untuk kaum petouring autodor perjalanan jauh tahan air menyelam dan gojek ini bukan hp anak² cuma duduk maen game tidur²an malas²an sangat gak cocok,"Performance, Price","negative, negative","0.696, 0.982",2
2067,nah skrg komen kayak gini akan di gunakan oleh para hode kamvreg,"Audio, Connectivity","neutral, neutral","0.933, 0.933",2
2079,wahh gilaaa,Design,positive,0.974,1
2082,di daerah saya udah ada a harga jt,"Network, Price","neutral, neutral","0.995, 0.973",2
2083,sampai ngak terawih dasar aku,Connectivity,negative,0.975,1
2094,disuruh di video mana bikin disini,Camera,negative,0.890,1
2137,xiaomi apa dulu nih yang jutaan banyak ada mi note pro poco x nfc mi note t mi note pro,"Connectivity, Features","neutral, neutral","0.991, 0.991",2
2138,hp gaming jutaan ada ga wkwk list,Performance,neutral,0.987,1
2139,rajasarkas siapatau mau ngerifiu semua hp xiomi jtan bang yang buat ngegem pubg grafik hd dan buat main gensipek ga patah² kalok main mnt,"BuildQuality, Design","negative, negative","0.870, 0.870",2
2145,nice,Performance,positive,0.992,1
2151,saya suka sama hp nya karna hp nya layar besar ignabiladumdum,Display,positive,0.926,1
2153,poco f recommended kalo cuma nyari chipsetnya doang harganya sama kaya a cuma kelebihannya chipsetnya lebih gahar sih dah itu doang kalo bener mau nyari hp gaming,"Performance, Price","neutral, positive","0.933, 0.988",2
2193,anjim lambat,Performance,negative,0.996,1
2213,hode,"Audio, Connectivity","negative, negative","0.857, 0.857",2
2216,awok awok lihat vidio ini di,Connectivity,negative,0.967,1
2218,enak ga bang dapet harga berapa bang,Price,neutral,0.625,1
2222,​bobisaputramash worth buat diambil utk gak ya,Price,positive,0.920,1
2225,apakah masih worth it dithn,Price,positive,0.774,1
2233,ngincer hp ini dari baru pertama rilistp nyerah liat harganyajd belinya wktu itu hp² limbah macem gopix ma sonybaru bbrpa bln kmrin minang a kondisi istimewabatrenya bnr² awetmanajemen batrenya bnr² workskamera lmyn bs buat andalanya mskipun mata gw ttep ga bs move on dr hasil foto gopix,"Camera, Battery","neutral, positive","0.997, 0.715",2
2234,dapet harga berapa bang,Price,neutral,0.839,1
2246,​showcase kualitas perekaman video juga bagus stabil,Camera,positive,0.992,1
2251,bang sy beli ss a gb second harga jt minus lcd gantian fingerprint off masuk gak,"Display, Security, Price","neutral, neutral, negative","0.969, 0.955, 0.607",3
2258,video review samsung galaxy a dengan viewer total hari ini juni juta,Camera,neutral,0.986,1
2259,jos si ini a udh pakai tahunfull buat on bid aplikasi ojolhp hampi full sehairan di holder motorpanas kepanasanhujan ke hujanan hanya bberapa bulan saja sejak dari barubbrpa kali juga jatuh ke aspal dari holder motor akibat lupa di kencengindi pakai game sedangdi pakai rekam rekam video perjalanandi pakai ngedit jugatrkadang hp sampai panas banget tapi backdoor nya udh x lepas gk masalah sihtinggal beli lem k an di konter hpsampai sekarang masih josss banget untuk keperluan sehari hari,"Camera, Performance, Connectivity, Software","neutral, negative, negative, neutral","0.998, 0.555, 0.812, 0.991",4
2262,masih gua skrg masih pake a cuma masalahnya di backcover belakangnya yg udah renggang hadi harus pake casing terus masih oke buat dipake sosmed chat nonton dll asal bukan buat game berat aja,"BuildQuality, Performance, Design","negative, negative, negative","0.730, 0.995, 0.995",3
2266,buat genshin atau game berat lainnya jawabannya iya fitur ai resistensi kecebur air juga gak ada tapi pyku masih awet belum ada kendala,"Performance, Design, Features","neutral, neutral, positive","0.984, 0.984, 0.846",3
2267,aku baca harga an klo iya maka kalau gak fokus game berat ini worth pakai cuman klo overheat lem y gampang copot termasuk kamera jadi pake casing khusus a biar gak hilang,"Camera, Connectivity, Price, Design, Network, Performance","negative, neutral, neutral, positive, neutral, positive","0.636, 0.439, 0.974, 0.778, 0.439, 0.778",6
2271,saya beli karena nonton video ini dan bener aja emang nyaman banget ini hp sampai detik ini saya pakai tapi kalau buat game kureng,"Camera, Performance","positive, negative","0.947, 0.862",2
2276,masih worth it ga puhh,Price,positive,0.973,1
2278,syamsuardirizal ok mksh bang itu nano sim kah ga bisa dikasih sd,Network,neutral,0.957,1
2279,fianzkt hyper bang nano nanotf card,Network,neutral,0.993,1
2281,menurut gua msh layak sih klo cmn buat game ringan sama kamera jg msh oke,"Camera, Performance, Design","positive, neutral, positive","0.986, 0.811, 0.546",3
2282,saya nyari² wallpaper a kayak di video bang david blm ketemu² smpai tahun,Camera,neutral,0.858,1
2283,ada di aplikasi backdrops itu bang emang agak susah nyari nya harus scroll sampe ke bawah,Software,neutral,0.995,1
2285,masih pake nih wkwkwk minusnya cuman backdor copot,BuildQuality,negative,0.996,1
2289,untuk user yang cari fungsional kamera masih bagus di tahun tapi buat gamer udah keteteran,Camera,neutral,0.462,1
2291,jangan kamera jelek,Camera,negative,0.996,1
2297,msh worth it nggk ya skrang,Price,positive,0.890,1
2301,bang samsung a klu terlalu lama di cas berpengaruh gak saya ngecas dr jam sampai jam karna ke tiduran,Battery,neutral,0.622,1
2303,support mhl ga bang,Network,neutral,0.799,1
2310,betapagenit masih tanpa ada kendala,Audio,negative,0.988,1
2311,betapagenit untuk pemakaian sosmed film masih enak aplikasi lainya masih baik,"Audio, Design, Software","positive, positive, positive","0.502, 0.991, 0.985",3
2316,buat game kurang,Performance,negative,0.991,1
2319,beli di worth it gk ya,Price,negative,0.505,1
2323,di tahun ini hp masih enak banget buat gw yang andelin kamera doang,Camera,negative,0.993,1
2324,dan sekarang samsung nyamain design hp mereka,Design,neutral,0.974,1
2326,masih worth it gak utk thun,Price,positive,0.937,1
2337,sy stop beli a rawan sinyal bulat atau matot,"Connectivity, Network","negative, negative","0.899, 0.912",2
2339,massa gk ngerti sy dah pernah kenak di a gara rusak diperbaiki malah byk yg rusak sy lihat di grub fb keluhan rusak sama semua sama a makanya sy gk mau beli baterai boros kali,Battery,negative,0.998,1
2340,sobatkandang yg kata mu rawan sinyal bulat sinyal bulat tuh apaan gitu mksd saya,"Connectivity, Network","negative, negative","0.985, 0.996",2
2341,フジ lihat aja di yt lain videonya gmn bentuk sinyal yg keluar bar nya dgn sinyal bulat,"Connectivity, Network","neutral, neutral","0.691, 0.956",2
2342,testimoni real dari pengguna a a sih sebenernya tapi sama aja lah a tuh a yang digedein doang udah tahun ke jalan menuju tahun ke masih nyala aman hp nya minus yang saya rasakan lem backdoor nya lemah lepas gara gara luntur keseringan panas pas main game untung pake casing batre masih aman yaa drop dikit dikit aja sih dari pas baru dulu namanya juga umur pemakaian selebihnya masih aman sih layar amoled yang katanya ringkih nyatanya masih aman jaya sampe hampir tahun nih overall puas sama samsung masih dikasih update juga bulan kemaren dari yang awalnya pas baru dulu start android bulan kemaren masih dikasih android gila banget puas puas,"Network, Connectivity, Battery, Display, BuildQuality, Design, Software, Performance","positive, negative, positive, negative, negative, positive, neutral, negative","0.940, 0.997, 0.986, 0.983, 0.979, 0.940, 0.995, 0.853",8
2343,wkwkwksama bgpunya gua sekarang dh hampir lepas backdoornyabaru kemarin saya update one ui,Software,neutral,0.997,1
2344,masih worth it di beli gak bang th,Price,positive,0.963,1
2346,klw beli di tahun nyesel ga ya di harga,Price,negative,0.873,1
2349,lg mantau pakai ip promax,"Connectivity, Features","neutral, neutral","0.970, 0.970",2
2351,kalo dapet harga jt sing wort it aja sekrang hp jt an udh banyak yang lebih ngebut soal kamera sih lumayan kalo sekarang sekals hp jt an tapi kalo mau buat vidio sedikit kirang soal nya k nya gak stabil,"Camera, Price","positive, positive","0.992, 0.935",2
2352,​​laksamafarrelpratamaabdul a second fullset harga worth gak bang,Price,positive,0.977,1
2353,br make a bgt pake mode landscape bilag navigasi gak berfungsi hanga berfungsi di mode potrait aja,Display,negative,0.994,1
2354,kenapa saya beli a g layarnya water drop,BuildQuality,negative,0.993,1
2357,water drop tu ke gmn ka,BuildQuality,negative,0.849,1
2359,samsulsungo d tapi kunci layar melalui sidik jari samping masih bisa n itu asli lcdnya kata tukang service itu water drop emang ada keluaran pertama jadi bingung,"Display, BuildQuality, Security, Software","neutral, neutral, negative, neutral","0.997, 0.855, 0.912, 0.997",4
2361,kesing belakangny tiba bisa lepas,Connectivity,negative,0.988,1
2363,worth it ga bang,Price,positive,0.982,1
2364,buat main mobile legends masih ok,Performance,neutral,0.827,1
2365,bagus bangett bang cuman maen ml maen pubg maen resident evil nfs most wanted juga mash lanjayy bang,Performance,positive,0.732,1
2369,aku masih bersama a dan kualitas kameranya emg susah di imbangi sma hp sekelasnya di brand lain walau yg kluar tahun dan tpi aku ga sabar nunggu samsung a ni double angka lhopastinya akan lebih ungggul dan istimewa kita tunggu di bulan maret tpi a a agak kurang suka sma bezelnyatebel banget semoga a nanti agak tipis biar auto upgrade,Design,neutral,0.713,1
2370,nyatanya sama aja dan hanya digedein di layar,Display,negative,0.995,1
2371,bagian belakng hp terlepas itu kekuranganya yng lain oq dan lama lama kamera jg agak kurang jernih,Camera,negative,0.961,1
2374,tahun lebih pake hp ini and sekarang masih worth it parah sih apalagi ditambah one ui nya samsung yg slalu stabil buat dipake harian gaming mudah han update terakhir ini dapet one ui android makin joss,"Performance, Software, Price","positive, positive, negative","0.958, 0.994, 0.992",3
2376,​opiarulchanelbuat keseluruhan gada sih mas apalagi sekarang udah dapet android software terbaru one ui minusnya g gadapet g,"Display, Software","neutral, neutral","0.760, 0.984",2
2378,jujur ini hp terburuk yg pernah gue punya untuk urusan gaming,Performance,neutral,0.894,1
2380,wkwk betul sekalimain game burik parah,"Performance, Design","negative, negative","0.997, 0.996",2
2382,lu maen game apaan dah,Performance,negative,0.991,1
2386,buat awal masih worth it gak bang ​soundbalapindonesia,Price,positive,0.942,1
2387,​katanya masih bang gw beli hp ini kondisi second dpt dibawah pasaran jd worth it bgt no shadows juga,Price,positive,0.983,1
2388,hp gw thn laluampe sekrng ampe males ganti nyakarena bisa poto n video d bawah aer gaestpi jangan dlem kamera ny wowwtpi kalah jauh sama ipya secara ip kan lumayan mahaallllltpi sejauh gw pake ini hape awetny luar biasahyg ga swring ganti hape coba aja beli iniluamyan masih worthed,Camera,negative,0.997,1
2393,bang david saya buka settingan ram nya ko ada pilihan gb gb gb maksudnya itu buat apa ya,Storage,neutral,0.991,1
2394,beda harga nya gan,Price,negative,0.934,1
2395,itu ram plus sejenis extended ram,Storage,neutral,0.938,1
2398,samsung a emang bagus kalau dilihat tapi satu aja sih menurut aku pribadi kekurangan nya terletak pada sim card yang cuma jadi kalau mau pakai memori kartu harus ngalahmasak spek yang tinggi kalah sama keluaran baru yang bisa sekalian kartu kartu memori sekedar informasi sih kalau bisa spek yang tinggi seperti a contoh nya harus nya suport kartu lh jadi biar yang suka pakai kartu dan ditambah memori buah jdinya enak dan nyaman lah gitu,"Storage, Network","positive, positive","0.998, 0.992",2
2399,gadgetin izin bertanya mohon di jawab apa normal samsung atau hp lain yg ada fitur ois nya jika di goyang kan ada bunyi kletek² di bagian belakang kamera terimakasih,"Camera, Features","neutral, neutral","0.994, 0.996",2
2404,msih gantergantung ke butuhan ane pake yang ram intrnal,Storage,neutral,0.990,1
2406,brapa bang skrng harga baru nya,Price,neutral,0.939,1
2407,saya mau bilang sama kalian kalau kalian mau hard reset atau format ini harus ingat kata sandi akun google dan layar kalau gak gak akan bisa terbuka karena keselamatan dia tinggi banget walaupun kalian bisa guna partek utiub yang format gak usah guna sekarang gak bisa karena keselamatannya begitu tinggi kalau sesiapa lupa pola sandi harus hantar ke konter atau cari servis centernya biar gampang walaupun mahal tapi sih,"Display, Price","neutral, positive","0.989, 0.917",2
2418,jangan pakai kalo lagi kondisi batrenya panas broapalagi abis di caskarena sisi nya pada muai,Battery,negative,0.969,1
2419,nonton riviewnya skrg harga second nya jtan lagi nyari hp d harga sampe jtaan yg batre awet camera bagus buat pemakaian sehari² dan jangka panjang awalnya nyari dari xiomi sama relme terkecoh sama infinix juga terus liat² shopee hp second samsung yg seri s sama not bikin ngiler tapi harganya masih tinggi² setelah nyari² kepoin bang david terus dan akhirnya saya jatuh hati juga sama samsung a walaupun udah th yg lalu tapi menurut sayaasih wor it si semoga bisa kebeli hp samsung a nya aamiin terus terkaget² pas tau hpnya bisa tenggelam tahan air gila sih jadi makin ngiler daripada beli hp di brand kmn skrg emang speknya tinggi² tapi ga ngejamin awet engga nya xiomi juga denger² bnyk keluhannya jadi sya mutusin mu beli hp ini aja karna camerny yg bagus juga dpn belkng ok bersyukur bgt ketmu cenel ini buat sya yg awam sama dunia elektronik sangat² membantu good job mas david semog makin sukses aamiin,"Network, Battery, Price","neutral, positive, neutral","0.788, 0.991, 0.979",3
2420,asli gw masih make sampe sekarang masih aman banget sih kamera masih oke dikelas jtan batre juga lumayan pokonya masih enak bet apa lagi one ui samsung yang smooth bikin betah dan ga nyesel ambil produk samsung,"Camera, Battery, Software","positive, positive, negative","0.995, 0.982, 0.605",3
2421,batrenya irit engga seharian kalau buat medsoa bisa tahan,Battery,positive,0.986,1
2422,hanturimba tahan seharian dari jam ngecas lagi jam malem sosmed doang,"Battery, Design","neutral, negative","0.531, 0.610",2
2423,baru kemarin dapet a di marketplace fb harga kak,Price,neutral,0.994,1
2424,agnezla murah tuh,Price,positive,0.997,1
2435,masih worth it gk yah skrg dgn harga jtaan,Price,positive,0.589,1
2436,dimane ada harga jt gue liat di instagramnya masa jt,Price,neutral,0.871,1
2438,aku dapet di marketplace fb a gb warna violet,Design,neutral,0.995,1
2464,harganya berapa sekarang bang,Price,neutral,0.610,1
2467,awsome,Display,positive,0.801,1
2528,awsome,Display,positive,0.801,1
2533,awsome,Display,positive,0.801,1
2540,awsome,Display,positive,0.801,1
2547,awsome,Display,positive,0.801,1
2556,awsome,Display,positive,0.801,1
2577,aku jual nih second minus pemakaian kakak ku yang ram jual aja,Storage,neutral,0.898,1
2582,kenapa ya rata hp samsung batre nya boros,Battery,negative,0.997,1
2585,w masih pake yg internal awettt,Storage,positive,0.994,1
